id,input_word,correct_word,reversal_type
1923,reawrd,reward,internal_reversal
1924,darwer,drawer,internal_reversal
1925,drawer,reward,full_reversal
1926,pat,tap,full_reversal
1927,god,dog,full_reversal
1928,pool,loop,full_reversal
1929,pat,tap,full_reversal
1930,reward,drawer,full_reversal
1931,drawer,reward,full_reversal
1932,pest,pets,internal_reversal
1933,stpe,step,internal_reversal
1934,pool,loop,full_reversal
1935,no,on,full_reversal
1936,pets,step,full_reversal
1937,no,on,full_reversal
1938,was,saw,full_reversal
1939,setp,step,internal_reversal
1940,reward,drawer,full_reversal
1941,reward,drawer,full_reversal
1942,loop,pool,full_reversal
1943,lopo,loop,internal_reversal
1944,pool,loop,full_reversal
1945,saw,was,full_reversal
1946,darwer,drawer,internal_reversal
1947,no,on,full_reversal
1948,stpe,step,internal_reversal
1949,reward,drawer,full_reversal
1950,no,on,full_reversal
1951,step,pets,full_reversal
1952,no,on,full_reversal
1953,pat,tap,full_reversal
1954,on,no,full_reversal
1955,drawre,drawer,internal_reversal
1956,stpe,step,internal_reversal
1957,god,dog,full_reversal
1958,stpe,step,internal_reversal
1959,pool,loop,full_reversal
1960,no,on,full_reversal
1961,on,no,full_reversal
1962,drawer,reward,full_reversal
1963,step,pets,full_reversal
1964,pat,tap,full_reversal
1965,pets,step,full_reversal
1966,saw,was,full_reversal
1967,pool,loop,full_reversal
1968,no,on,full_reversal
1969,reward,drawer,full_reversal
1970,dog,god,full_reversal
1971,pat,tap,full_reversal
1972,tap,pat,full_reversal
1973,reawrd,reward,internal_reversal
1974,draewr,drawer,internal_reversal
1975,dog,god,full_reversal
1976,polo,pool,internal_reversal
1977,reward,drawer,full_reversal
1978,was,saw,full_reversal
1979,setp,step,internal_reversal
1980,drawre,drawer,internal_reversal
1981,god,dog,full_reversal
1982,dog,god,full_reversal
1983,step,pets,full_reversal
1984,reward,drawer,full_reversal
1985,was,saw,full_reversal
1986,was,saw,full_reversal
1987,step,pets,full_reversal
1988,pat,tap,full_reversal
1989,on,no,full_reversal
1990,dog,god,full_reversal
1991,drawer,reward,full_reversal
1992,saw,was,full_reversal
1993,pets,step,full_reversal
1994,no,on,full_reversal
1995,pat,tap,full_reversal
1996,pest,pets,internal_reversal
1997,drwaer,drawer,internal_reversal
1998,pat,tap,full_reversal
1999,setp,step,internal_reversal
2000,drwaer,drawer,internal_reversal
